age,education,job,marital,salary,balance,loan,response
38.0,secondary,technician,married,60000,581,no,no
41.0,primary,admin.,divorced,50000,4070,no,no
48.0,secondary,retired,married,55000,74,yes,no
55.0,secondary,services,divorced,70000,141,no,no
28.0,secondary,services,divorced,70000,89,no,no
54.0,secondary,services,married,70000,0,no,no
30.0,secondary,blue-collar,married,20000,450,no,no
48.0,tertiary,technician,married,60000,310,no,no
31.0,secondary,self-employed,married,60000,0,no,no
38.0,secondary,blue-collar,married,20000,384,no,no
37.0,secondary,blue-collar,married,20000,395,no,no
37.0,unknown,services,single,70000,-118,no,no
56.0,primary,blue-collar,married,20000,5,yes,no
51.0,secondary,blue-collar,married,20000,50,yes,no
39.0,secondary,blue-collar,married,20000,285,yes,no
49.0,unknown,technician,married,60000,15,no,no
51.0,primary,blue-collar,married,20000,653,yes,no
43.0,secondary,self-employed,married,60000,918,no,no
32.0,secondary,services,married,70000,243,yes,no
29.0,tertiary,technician,single,60000,405,no,no
48.0,tertiary,management,divorced,100000,1328,no,no
55.0,primary,services,married,70000,255,no,no
53.0,secondary,blue-collar,married,20000,3397,no,no
47.0,unknown,technician,married,60000,2106,no,no
39.0,tertiary,management,married,100000,2877,no,no
31.0,tertiary,blue-collar,single,20000,60,yes,no
39.0,primary,blue-collar,married,20000,2226,no,no
40.0,primary,blue-collar,married,20000,2880,no,no
40.0,unknown,technician,single,60000,-5,no,no
48.0,secondary,technician,married,60000,147,no,no
33.0,secondary,technician,divorced,60000,7,yes,no
40.0,secondary,technician,married,60000,109,no,no
59.0,primary,retired,married,55000,-119,no,no
30.0,secondary,technician,married,60000,484,no,yes
31.0,tertiary,management,single,100000,1852,no,no
35.0,secondary,unemployed,married,8000,533,no,no
54.0,secondary,technician,divorced,60000,21,no,no
34.0,unknown,admin.,single,50000,2434,no,no
32.0,secondary,technician,married,60000,90,yes,no
56.0,unknown,admin.,divorced,50000,4246,no,no
32.0,tertiary,admin.,single,50000,395,no,no
42.0,primary,blue-collar,married,20000,15,no,no
33.0,tertiary,services,married,70000,85,no,no
52.0,tertiary,entrepreneur,married,120000,-184,yes,no
52.0,secondary,services,married,70000,660,no,no
52.0,primary,blue-collar,divorced,20000,-183,no,no
30.0,secondary,unemployed,divorced,8000,1144,no,no
44.0,secondary,services,divorced,70000,1,no,no
35.0,secondary,admin.,married,50000,69,yes,no
55.0,secondary,management,single,100000,220,no,no
33.0,primary,blue-collar,married,20000,332,no,no
37.0,secondary,blue-collar,single,20000,240,no,no
42.0,secondary,technician,single,60000,0,no,no
43.0,secondary,unemployed,married,8000,0,no,no
38.0,tertiary,entrepreneur,married,120000,898,no,no
37.0,secondary,technician,married,60000,123,yes,no
31.0,secondary,student,single,4000,252,no,no
41.0,tertiary,management,married,100000,65,no,no
41.0,secondary,technician,married,60000,-366,yes,no
29.0,secondary,student,single,4000,209,no,no
38.0,secondary,admin.,single,50000,221,no,no
44.0,tertiary,self-employed,divorced,60000,4,no,no
39.0,secondary,admin.,married,50000,104,no,no
28.0,secondary,technician,single,60000,312,no,no
33.0,secondary,blue-collar,married,20000,-349,no,no
41.0,unknown,services,married,70000,4,no,no
40.0,primary,blue-collar,married,20000,-322,yes,no
29.0,secondary,admin.,married,50000,-150,no,no
38.0,unknown,management,married,100000,1349,no,no
32.0,tertiary,admin.,married,50000,281,no,no
45.0,secondary,services,married,70000,1259,no,no
33.0,secondary,admin.,single,50000,101,no,no
34.0,secondary,blue-collar,married,20000,848,no,no
41.0,unknown,entrepreneur,married,120000,89,no,no
41.0,secondary,blue-collar,married,20000,140,no,no
35.0,secondary,admin.,single,50000,148,no,no
40.0,secondary,technician,single,60000,200,no,no
60.0,primary,self-employed,married,60000,46,no,no
47.0,secondary,services,divorced,70000,201,no,no
46.0,primary,blue-collar,married,20000,530,no,no
31.0,secondary,blue-collar,single,20000,0,no,no
49.0,secondary,self-employed,married,60000,1,no,no
29.0,secondary,blue-collar,married,20000,43,no,no
31.0,tertiary,management,single,100000,-173,no,no
38.0,tertiary,management,married,100000,389,no,no
37.0,primary,blue-collar,married,20000,215,yes,no
35.0,secondary,technician,married,60000,-131,no,no
31.0,secondary,management,single,100000,783,no,no
41.0,secondary,admin.,married,50000,0,no,no
46.0,unknown,services,married,70000,80,no,no
40.0,secondary,services,divorced,70000,105,no,no
29.0,secondary,admin.,married,50000,182,yes,no
49.0,secondary,admin.,married,50000,82,no,no
42.0,tertiary,management,married,100000,0,no,no
54.0,secondary,services,married,70000,510,no,no
40.0,tertiary,management,single,100000,242,no,no
53.0,secondary,admin.,married,50000,244,yes,no
49.0,tertiary,management,married,100000,92,no,no
40.0,primary,blue-collar,married,20000,0,no,no
29.0,secondary,student,single,4000,948,no,no
36.0,primary,blue-collar,married,20000,23,no,no
37.0,secondary,technician,married,60000,710,no,no
39.0,secondary,services,married,70000,1205,no,no
36.0,secondary,technician,married,60000,368,yes,yes
44.0,tertiary,entrepreneur,married,120000,1631,no,no
40.0,secondary,admin.,married,50000,6,no,no
49.0,secondary,blue-collar,married,20000,26,no,no
30.0,unknown,technician,single,60000,-48,no,no
57.0,tertiary,management,married,100000,2142,no,no
24.0,secondary,services,single,70000,77,yes,no
46.0,unknown,blue-collar,married,20000,401,no,no
33.0,secondary,admin.,married,50000,21,no,no
43.0,secondary,services,divorced,70000,0,no,no
43.0,secondary,admin.,single,50000,-497,no,no
40.0,primary,blue-collar,divorced,20000,369,no,no
44.0,unknown,technician,single,60000,78,no,no
35.0,tertiary,technician,single,60000,226,yes,no
47.0,secondary,technician,married,60000,503,no,no
33.0,secondary,blue-collar,married,20000,372,no,no
31.0,secondary,admin.,married,50000,0,yes,no
40.0,secondary,blue-collar,divorced,20000,0,no,no
36.0,tertiary,entrepreneur,married,120000,125,no,no
56.0,primary,retired,divorced,55000,4,no,no
40.0,unknown,admin.,single,50000,419,no,no
41.0,secondary,admin.,divorced,50000,322,no,no
53.0,secondary,retired,married,55000,303,no,no
39.0,secondary,blue-collar,married,20000,607,no,no
44.0,secondary,blue-collar,divorced,20000,579,no,no
38.0,secondary,admin.,married,50000,3047,no,no
54.0,secondary,technician,divorced,60000,83,no,no
58.0,tertiary,management,married,100000,68,no,no
52.0,primary,blue-collar,married,20000,58,no,no
28.0,secondary,admin.,single,50000,251,no,no
36.0,secondary,blue-collar,married,20000,688,no,no
60.0,primary,retired,married,55000,364,no,no
42.0,secondary,services,divorced,70000,55,no,no
42.0,secondary,admin.,married,50000,101,no,no
44.0,tertiary,management,married,100000,105,no,no
51.0,primary,blue-collar,divorced,20000,325,no,no
49.0,primary,blue-collar,married,20000,198,no,no
47.0,unknown,entrepreneur,married,120000,209,no,no
37.0,secondary,blue-collar,married,20000,183,no,no
34.0,tertiary,management,married,100000,105,no,no
35.0,secondary,services,married,70000,109,no,no
35.0,secondary,blue-collar,single,20000,376,yes,no
40.0,primary,blue-collar,married,20000,-7,no,no
55.0,secondary,technician,married,60000,0,no,no
55.0,secondary,retired,married,55000,143,no,no
35.0,tertiary,management,single,100000,550,no,no
57.0,primary,blue-collar,married,20000,162,no,no
53.0,tertiary,management,married,100000,115,no,no
41.0,primary,blue-collar,married,20000,512,no,no
57.0,unknown,blue-collar,married,20000,807,no,no
45.0,unknown,blue-collar,married,20000,248,no,no
43.0,primary,blue-collar,married,20000,1211,no,no
56.0,unknown,self-employed,married,60000,7,no,no
31.0,tertiary,entrepreneur,married,120000,281,no,no
37.0,secondary,blue-collar,single,20000,88,no,no
30.0,tertiary,management,married,100000,32,no,no
30.0,secondary,admin.,single,50000,115,no,no
54.0,secondary,blue-collar,married,20000,254,no,no
36.0,tertiary,management,married,100000,144,no,no
55.0,tertiary,unemployed,married,8000,383,no,no
37.0,secondary,admin.,single,50000,569,yes,no
38.0,secondary,housemaid,married,16000,0,no,no
48.0,secondary,admin.,married,50000,3754,no,no
55.0,tertiary,housemaid,divorced,16000,6920,no,no
59.0,secondary,services,married,70000,307,yes,no
37.0,secondary,technician,married,60000,-421,no,no
33.0,secondary,blue-collar,divorced,20000,60,no,no
44.0,primary,blue-collar,married,20000,67,no,no
57.0,secondary,technician,married,60000,402,no,no
30.0,tertiary,self-employed,single,60000,800,no,no
42.0,tertiary,technician,married,60000,239,yes,no
51.0,secondary,blue-collar,divorced,20000,421,no,no
44.0,secondary,admin.,divorced,50000,161,no,no
46.0,secondary,technician,married,60000,289,no,no
29.0,secondary,student,single,4000,110,no,no
39.0,primary,blue-collar,married,20000,245,no,no
42.0,secondary,services,married,70000,0,no,no
50.0,primary,blue-collar,married,20000,156,no,no
42.0,secondary,technician,single,60000,0,no,no
39.0,secondary,admin.,married,50000,20,no,no
55.0,tertiary,technician,single,60000,92,no,no
46.0,secondary,services,married,70000,89,no,no
42.0,secondary,blue-collar,married,20000,166,no,no
45.0,tertiary,management,married,100000,103,no,no
43.0,primary,blue-collar,married,20000,-454,no,no
42.0,secondary,admin.,married,50000,445,no,no
30.0,secondary,admin.,married,50000,4,no,no
47.0,secondary,blue-collar,married,20000,1001,no,no
51.0,secondary,services,divorced,70000,-69,no,no
38.0,secondary,technician,single,60000,42,no,no
57.0,unknown,technician,married,60000,1617,no,no
42.0,tertiary,management,divorced,100000,221,no,no
32.0,secondary,technician,divorced,60000,210,yes,no
46.0,tertiary,management,married,100000,0,no,no
29.0,tertiary,student,single,4000,185,no,no
59.0,secondary,retired,married,55000,836,no,no
32.0,secondary,blue-collar,single,20000,301,no,no
44.0,primary,blue-collar,married,20000,503,no,no
40.0,primary,retired,married,55000,407,no,no
31.0,secondary,blue-collar,single,20000,53,no,no
46.0,tertiary,self-employed,married,60000,2303,no,no
43.0,tertiary,management,married,100000,144,no,no
34.0,secondary,services,married,70000,205,no,no
39.0,tertiary,management,married,100000,305,no,no
30.0,secondary,blue-collar,divorced,20000,251,yes,no
56.0,secondary,retired,married,55000,0,no,no
29.0,secondary,technician,married,60000,8,no,no
40.0,secondary,blue-collar,divorced,20000,139,no,no
36.0,secondary,services,married,70000,184,no,no
37.0,secondary,blue-collar,single,20000,238,no,no
35.0,secondary,admin.,married,50000,0,no,no
35.0,primary,blue-collar,married,20000,0,no,no
47.0,primary,services,married,70000,222,no,no
31.0,secondary,services,married,70000,414,no,no
56.0,primary,retired,single,55000,223,no,no
57.0,secondary,technician,married,60000,197,no,no
36.0,secondary,blue-collar,married,20000,-251,no,no
45.0,secondary,self-employed,divorced,60000,-139,no,no
47.0,unknown,blue-collar,married,20000,733,no,no
29.0,tertiary,technician,single,60000,0,no,no
57.0,secondary,services,married,70000,1,no,no
45.0,primary,blue-collar,married,20000,97,no,no
31.0,primary,blue-collar,single,20000,435,no,no
31.0,tertiary,management,divorced,100000,0,no,no
37.0,tertiary,technician,single,60000,147,no,no
30.0,tertiary,technician,single,60000,3,no,no
58.0,secondary,services,divorced,70000,1109,yes,no
33.0,secondary,services,married,70000,404,no,no
39.0,primary,blue-collar,married,20000,981,no,no
33.0,primary,blue-collar,single,20000,95,no,no
34.0,secondary,services,married,70000,302,no,no
36.0,secondary,services,divorced,70000,-290,yes,no
37.0,secondary,services,single,70000,259,no,no
35.0,secondary,blue-collar,married,20000,527,yes,no
55.0,secondary,retired,married,55000,102,no,no
34.0,tertiary,management,single,100000,872,no,no
40.0,tertiary,management,divorced,100000,490,no,no
42.0,primary,blue-collar,single,20000,19,no,no
37.0,secondary,blue-collar,married,20000,16,no,no
42.0,tertiary,management,married,100000,386,no,no
35.0,secondary,technician,single,60000,539,no,no
44.0,secondary,technician,divorced,60000,-329,no,no
30.0,secondary,services,single,70000,-174,no,no
45.0,secondary,entrepreneur,married,120000,68,no,no
35.0,unknown,blue-collar,single,20000,-532,no,no
36.0,secondary,admin.,divorced,50000,0,no,no
49.0,secondary,blue-collar,married,20000,64,no,no
31.0,secondary,blue-collar,single,20000,1415,no,no
31.0,secondary,technician,single,60000,147,no,no
39.0,secondary,blue-collar,married,20000,72,no,no
37.0,secondary,services,single,70000,-196,no,no
33.0,primary,blue-collar,married,20000,716,no,no
37.0,tertiary,management,married,100000,0,no,no
42.0,secondary,services,married,70000,-246,no,no
56.0,secondary,blue-collar,married,20000,-203,no,no
37.0,secondary,admin.,single,50000,245,yes,yes
36.0,secondary,services,single,70000,342,no,no
29.0,tertiary,technician,single,60000,3,no,no
54.0,tertiary,management,married,100000,-248,yes,no
38.0,secondary,blue-collar,married,20000,376,no,no
43.0,secondary,blue-collar,divorced,20000,370,no,no
47.0,secondary,admin.,single,50000,594,no,no
47.0,secondary,blue-collar,married,20000,387,no,no
38.0,secondary,services,married,70000,208,no,no
40.0,secondary,blue-collar,married,20000,563,no,no
33.0,secondary,services,divorced,70000,392,yes,no
33.0,secondary,retired,married,55000,165,no,no
53.0,unknown,admin.,divorced,50000,236,no,no
37.0,primary,services,married,70000,52,no,no
40.0,tertiary,management,single,100000,1265,no,no
37.0,primary,blue-collar,married,20000,693,no,no
35.0,secondary,technician,married,60000,118,no,no
49.0,primary,blue-collar,married,20000,3659,no,no
26.0,secondary,blue-collar,single,20000,24,no,no
38.0,tertiary,management,single,100000,673,no,no
52.0,secondary,self-employed,married,60000,273,no,no
33.0,secondary,services,divorced,70000,327,no,no
31.0,secondary,admin.,single,50000,299,no,no
32.0,secondary,blue-collar,married,20000,0,no,no
35.0,primary,blue-collar,single,20000,109,no,no
55.0,tertiary,management,divorced,100000,552,no,no
32.0,primary,blue-collar,divorced,20000,473,no,no
37.0,unknown,unknown,single,0,414,no,no
45.0,secondary,blue-collar,married,20000,154,no,yes
31.0,secondary,technician,married,60000,344,no,no
38.0,secondary,admin.,married,50000,8,no,no
37.0,secondary,services,married,70000,78,no,no
38.0,secondary,blue-collar,married,20000,266,no,no
33.0,tertiary,housemaid,married,16000,98,yes,no
38.0,primary,blue-collar,married,20000,83,no,no
37.0,tertiary,management,single,100000,45,no,no
29.0,tertiary,unemployed,married,8000,8,no,no
42.0,tertiary,management,married,100000,263,no,no
40.0,secondary,blue-collar,married,20000,306,no,no
32.0,tertiary,management,married,100000,233,no,no
47.0,tertiary,management,divorced,100000,447,yes,no
29.0,secondary,student,single,4000,872,no,no
53.0,primary,services,divorced,70000,-291,yes,yes
31.0,tertiary,services,married,70000,309,yes,no
59.0,secondary,blue-collar,married,20000,202,no,no
29.0,primary,entrepreneur,married,120000,56,yes,no
59.0,primary,blue-collar,married,20000,229,yes,no
44.0,primary,blue-collar,married,20000,143,no,no
38.0,secondary,admin.,single,50000,100,no,yes
49.0,secondary,admin.,married,50000,326,no,no
43.0,secondary,blue-collar,married,20000,167,no,no
52.0,secondary,admin.,single,50000,545,no,no
40.0,secondary,admin.,married,50000,2100,yes,no
32.0,secondary,services,married,70000,0,yes,no
47.0,primary,admin.,married,50000,192,no,no
33.0,tertiary,management,married,100000,442,no,no
35.0,tertiary,management,married,100000,267,no,no
27.0,secondary,services,single,70000,0,no,no
